customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_002234,Male,0,Yes,No,34,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),140.02,4349.76,No
CUST_002235,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,157.64,2834.87,Yes
CUST_002236,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,133.23,2624.57,No
CUST_002237,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,131.66,10379.81,No
CUST_002238,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.54,2290.95,No
CUST_002239,Female,0,No,No,10,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),136.91,1343.74,Yes
CUST_002240,Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,108.27,2875.72,No
CUST_002241,Male,1,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),128.83,2912.23,Yes
CUST_002242,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,132.2,117.32,No
CUST_002243,Male,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),130.64,1789.71,Yes
CUST_002244,Female,1,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,115.95,3016.43,No
CUST_002245,Female,0,No,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),125.44,1853.41,No
CUST_002246,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.89,1460.48,Yes
CUST_002247,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.92,424.87,No
CUST_002248,Male,1,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.47,7627.33,Yes
CUST_002249,Female,1,Yes,No,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,147.79,1153.45,No
CUST_002250,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,137.44,263.7,Yes
CUST_002251,Male,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),67.06,755.89,No
CUST_002252,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,142.47,2089.41,Yes
CUST_002253,Male,0,Yes,Yes,9,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),101.09,921.08,Yes
CUST_002254,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,147.21,827.84,No
CUST_002255,Female,1,No,No,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.91,904.81,No
CUST_002256,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.92,377.7,No
CUST_002257,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,49.08,985.97,Yes
CUST_002258,Female,0,No,No,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),143.08,4594.95,No
CUST_002259,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.98,893.27,No
CUST_002260,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),144.67,1248.05,No
CUST_002261,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),166.04,2683.85,Yes
CUST_002262,Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),37.44,495.51,Yes
CUST_002263,Female,1,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.53,1415.9,No
CUST_002264,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),145.52,7174.27,No
CUST_002265,Female,1,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),155.86,1315.38,No
CUST_002266,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,129.23,291.84,No
CUST_002267,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,164.27,642.63,Yes
CUST_002268,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.77,277.07,Yes
CUST_002269,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,134.96,2197.28,No
CUST_002270,Female,1,Yes,No,22,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),130.57,2615.76,Yes
CUST_002271,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,147.31,1240.1,No
CUST_002272,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,105.4,2303.53,No
CUST_002273,Male,0,Yes,Yes,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.22,1807.8,No
CUST_002274,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,162.94,3083.17,No
CUST_002275,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,169.81,637.37,No
CUST_002276,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.4,728.84,No
CUST_002277,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,149.94,2598.09,No
CUST_002278,Female,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,698.51,No
CUST_002279,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.66,329.94,No
CUST_002280,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,170.48,1944.64,No
CUST_002281,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,143.42,2380.29,No
CUST_002282,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,168.87,2165.42,No
CUST_002283,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.66,2177.45,No
CUST_002284,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),150.48,159.18,Yes
CUST_002285,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),133.66,2512.65,No
CUST_002286,Female,1,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),120.74,365.6,No
CUST_002287,Male,0,Yes,No,8,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),195.23,1550.54,Yes
CUST_002288,Male,0,No,Yes,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),194.58,4313.17,Yes
CUST_002289,Male,1,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),135.41,533.05,Yes
CUST_002290,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.39,1027.11,Yes
CUST_002291,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,133.09,3445.79,Yes
CUST_002292,Female,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,123.0,2418.04,No
CUST_002293,Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.52,107.52,No
CUST_002294,Female,1,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.71,1806.4,No
CUST_002295,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.31,127.38,Yes
CUST_002296,Female,0,No,No,6,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),132.17,761.28,No
CUST_002297,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,108.59,1358.03,No
CUST_002298,Male,1,No,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.11,102.59,Yes
CUST_002299,Male,1,No,No,72,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,175.26,11097.59,Yes
CUST_002300,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.89,483.59,Yes
CUST_002301,Male,0,No,No,31,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,103.33,2837.1,Yes
CUST_002302,Male,0,Yes,Yes,36,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,105.08,4304.48,No
CUST_002303,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,124.28,9460.41,No
CUST_002304,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),170.08,1868.21,No
CUST_002305,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,164.87,6742.15,Yes
CUST_002306,Male,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.85,1991.59,No
CUST_002307,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.29,140.94,No
CUST_002308,Female,1,Yes,Yes,14,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,129.08,1887.31,Yes
CUST_002309,Male,0,No,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,39.76,75.62,No
CUST_002310,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,136.66,3018.49,No
CUST_002311,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,151.72,2752.96,Yes
CUST_002312,Female,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.88,203.71,No
CUST_002313,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.1,2810.99,No
CUST_002314,Male,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),85.4,87.79,No
CUST_002315,Male,0,Yes,No,33,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,104.07,3884.92,No
CUST_002316,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),124.85,125.08,Yes
CUST_002317,Female,0,No,No,22,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),127.71,2844.84,No
CUST_002318,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.64,73.8,Yes
CUST_002319,Male,1,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),157.5,989.37,Yes
CUST_002320,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,143.2,3731.67,No
CUST_002321,Male,1,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,150.18,1118.83,No
CUST_002322,Female,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,265.87,No
CUST_002323,Female,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),153.23,7042.31,No
CUST_002324,Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),148.67,326.31,No
CUST_002325,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),36.31,1407.45,Yes
CUST_002326,Male,0,Yes,No,2,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),126.47,277.08,Yes
CUST_002327,Female,0,No,Yes,3,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,121.73,359.29,No
CUST_002328,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,157.64,412.23,Yes
CUST_002329,Male,0,Yes,No,72,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),206.57,16547.0,No
CUST_002330,Female,0,Yes,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),117.32,512.7,No
CUST_002331,Female,1,Yes,No,46,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.47,4369.95,No
CUST_002332,Female,0,Yes,Yes,72,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,130.4,9133.98,No
CUST_002333,Female,0,Yes,No,10,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.47,385.56,No
CUST_002334,Male,0,Yes,No,20,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,117.54,2110.12,Yes
CUST_002335,Male,0,Yes,No,31,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,92.33,3220.71,No
CUST_002336,Female,0,No,Yes,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,211.97,Yes
CUST_002337,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),155.79,664.67,Yes
CUST_002338,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,148.4,1873.55,No
CUST_002339,Female,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),151.02,4830.09,Yes
CUST_002340,Male,0,Yes,No,31,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),114.83,3187.91,No
CUST_002341,Female,0,No,No,6,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,124.78,788.34,Yes
CUST_002342,Male,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,119.52,462.74,Yes
CUST_002343,Male,0,Yes,No,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.0,969.55,Yes
CUST_002344,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),129.63,120.27,Yes
CUST_002345,Male,1,Yes,No,27,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.97,3174.0,Yes
CUST_002346,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),136.45,146.23,Yes
CUST_002347,Male,0,No,Yes,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.46,1440.47,No
CUST_002348,Female,0,No,Yes,48,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),147.83,6263.94,Yes
CUST_002349,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),38.61,301.97,Yes
CUST_002350,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),140.38,290.53,Yes
CUST_002351,Female,0,Yes,No,14,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),119.28,1424.47,Yes
CUST_002352,Male,1,Yes,Yes,8,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,86.02,692.5,No
CUST_002353,Male,1,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),167.61,1624.45,Yes
CUST_002354,Female,1,No,No,22,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,122.65,2956.21,No
CUST_002355,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),136.36,716.77,Yes
CUST_002356,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.68,422.35,Yes
CUST_002357,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),156.18,4439.47,No
CUST_002358,Male,0,No,No,21,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),139.5,2826.97,No
CUST_002359,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.44,388.69,Yes
CUST_002360,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),117.95,2258.23,No
CUST_002361,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),114.02,3722.1,No
CUST_002362,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),147.19,2311.48,No
CUST_002363,Male,0,No,Yes,6,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),160.06,826.88,No
CUST_002364,Female,0,Yes,No,1,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),120.92,110.02,No
CUST_002365,Female,0,No,No,33,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,113.06,3335.05,No
CUST_002366,Male,0,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,790.7,Yes
CUST_002367,Female,0,Yes,No,24,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,153.9,3410.58,Yes
CUST_002368,Male,0,Yes,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.95,94.27,No
CUST_002369,Male,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,99.62,1696.53,No
CUST_002370,Female,0,No,No,35,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,129.47,4053.09,Yes
CUST_002371,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.84,457.28,No
CUST_002372,Female,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),124.23,546.21,Yes
CUST_002373,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.88,721.49,No
CUST_002374,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,132.44,4281.96,Yes
CUST_002375,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.56,84.63,Yes
CUST_002376,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,131.39,2298.73,No
CUST_002377,Male,1,No,Yes,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),150.04,3545.28,No
CUST_002378,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,133.49,2321.65,Yes
CUST_002379,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.77,889.41,No
CUST_002380,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),117.59,2011.3,Yes
CUST_002381,Female,0,No,No,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),50.61,134.56,No
CUST_002382,Male,0,No,No,6,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),127.09,685.15,Yes
CUST_002383,Female,0,No,No,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.01,2284.68,Yes
CUST_002384,Female,1,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,124.62,129.25,Yes
CUST_002385,Male,0,Yes,No,21,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,131.88,2387.33,No
CUST_002386,Female,0,Yes,No,22,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),90.58,1801.8,Yes
CUST_002387,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,110.53,736.49,Yes
CUST_002388,Female,1,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,357.95,Yes
CUST_002389,Male,0,No,No,16,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,107.32,1567.25,No
CUST_002390,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,179.5,1368.28,Yes
CUST_002391,Female,0,No,Yes,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,111.83,1408.67,Yes
CUST_002392,Female,0,No,Yes,49,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.49,1974.39,Yes
CUST_002393,Female,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),145.24,1850.08,No
CUST_002394,Male,0,No,Yes,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,138.26,3103.7,No
CUST_002395,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),143.87,152.44,Yes
CUST_002396,Female,0,Yes,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.46,80.28,Yes
CUST_002397,Female,1,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.62,74.33,No
CUST_002398,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.83,686.53,No
CUST_002399,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.16,475.67,No
CUST_002400,Female,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,176.51,1182.21,No
CUST_002401,Male,0,No,Yes,28,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,125.68,3530.53,Yes
CUST_002402,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),118.32,431.88,Yes
CUST_002403,Male,0,Yes,Yes,6,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,146.31,844.14,Yes
CUST_002404,Male,0,No,Yes,12,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,136.76,1481.27,Yes
CUST_002405,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,130.59,1054.95,No
CUST_002406,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,160.78,3236.93,Yes
